DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2013-0331-PRT,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,PRT,Portugal,Southern Europe,Europe,"Aveiro, Viseu provinces (Caramulo)",,,No,No,No,,,Km2,,,,2013,1,,2013,8,,9,,,,,,,,,,,72.35973748,"[{""adm1_code"":2386,""adm1_name"":""Aveiro""},{""adm1_code"":2413,""adm1_name"":""Viseu""}]","[{""gid_1"":""PRT.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Aveiro""},{""gid_1"":""PRT.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Viseu""}]",2013-09-06,2025-12-20
2013-0404-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,USA,United States of America,Northern America,Americas,Shasta district (California province),,,No,No,No,,,Km2,,,,2013,9,9,2013,9,15,1,6,15,204,225,,,,,10000,13820,72.35973748,"[{""adm2_code"":28909,""adm2_name"":""Shasta""}]","[{""gid_2"":""USA.5.45_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Shasta""}]",2013-10-28,2025-12-20
2014-0004-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,"Kalamunda (S), Mundaring (S) districts (Perth Hills region, Western Australia province)","Extreme heat, dry conditions and gusty winds",,No,No,No,,,Km2,,,,2014,1,13,2014,1,13,2,,,168,168,,,,,25000,33998,73.53357701,"[{""adm2_code"":5493,""adm2_name"":""Kalamunda (S)""},{""adm2_code"":5520,""adm2_name"":""Mundaring (S)""}]","[{""gid_2"":""AUS.11.60_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kalamunda""},{""gid_2"":""AUS.11.87_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mundaring""}]",2014-02-07,2025-12-20
2015-0092-CHL,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,GLIDE:WF-2015-000023,,CHL,Chile,Latin America and the Caribbean,Americas,Valparaiso province,High temperatures and wind,,No,No,No,,,Km2,,,,2015,3,13,2015,3,21,1,32,,,32,,,,,,,73.62080294,"[{""adm1_code"":149630,""adm1_name"":""Valparaiso""}]","[{""gid_1"":""CHL.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Valparaíso""}]",2015-03-16,2025-12-20
2015-0560-AUS,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,AUS,Australia,Australia and New Zealand,Oceania,"Wye River, Separation Creek cities (Colac-Otway (S) district, Victoria province)",,,No,No,No,,,Km2,,,,2015,12,19,2015,12,26,,,,348,348,,,,,100000,135831,73.62080294,"[{""adm2_code"":5368,""adm2_name"":""Colac-Otway (S)""}]","[{""gid_2"":""AUS.10.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Colac-Otway""}]",2016-01-05,2025-12-20
2015-0429-IDN,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,IDN,Indonesia,South-eastern Asia,Asia,"Jambi, Riau, Sumatera Selatan, Kalimantan Timur, Kalimantan Tengah, Kalimantan Selatan, Kalimantan Barat provinces",,,No,No,Yes,,,Km2,,,,2015,9,,2015,12,,19,,409664,,409664,,,,,1000000,1358312,73.62080294,"[{""adm1_code"":1518,""adm1_name"":""Jambi""},{""adm1_code"":1522,""adm1_name"":""Kalimantan Barat""},{""adm1_code"":1523,""adm1_name"":""Kalimantan Selatan""},{""adm1_code"":1524,""adm1_name"":""Kalimantan Tengah""},{""adm1_code"":1525,""adm1_name"":""Kalimantan Timur""},{""adm1_code"":73618,""adm1_name"":""Riau""},{""adm1_code"":73622,""adm1_name"":""Sumatera Selatan""}]","[{""gid_1"":""IDN.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kalimantan Barat""},{""gid_1"":""IDN.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kalimantan Selatan""},{""gid_1"":""IDN.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kalimantan Tengah""},{""gid_1"":""IDN.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Riau""},{""gid_1"":""IDN.31_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sumatera Selatan""},{""gid_1"":""IDN.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kalimantan Timur""},{""gid_1"":""IDN.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kalimantan Utara""},{""gid_1"":""IDN.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jambi""}]",2015-09-29,2025-12-20
2015-0621-COL,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,COL,Colombia,Latin America and the Caribbean,Americas,"Nariño, Tolima, and Valle del Cauca departments","Drought, El Nino",,Yes,No,No,,,Km2,,,,2015,7,,2015,10,,11,,119000,,119000,,,,,,,73.62080294,"[{""adm1_code"":955,""adm1_name"":""Narino""},{""adm1_code"":963,""adm1_name"":""Tolima""},{""adm1_code"":964,""adm1_name"":""Valle Del Cauca""}]","[{""gid_1"":""COL.22_2"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Nariño""},{""gid_1"":""COL.30_2"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tolima""},{""gid_1"":""COL.31_2"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Valle del Cauca""}]",2021-08-04,2025-12-20
2016-0172-CAN,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,GLIDE:WF-2016-000043,Fort McMurray wildfires,CAN,Canada,Northern America,Americas,"Fort McMurray city (Wood Buffalo area, Division No. 16 district, Alberta province)",,Explosion,Yes,No,No,,6000,Km2,,,,2016,5,1,2016,7,4,,,88000,,88000,,,2900000,3890027,4000000,5365555,74.54960299,"[{""adm2_code"":12535,""adm2_name"":""Division No. 16""}]","[{""gid_2"":""CAN.1.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Division No. 16""}]",2016-05-23,2025-12-20
2016-0187-IND,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,IND,India,Southern Asia,Asia,"Uttarakhand province (including Almora, Pauri Garhwal, Chamoli districts)",Combination of well above normal tempertaure and lack of rainfall,,No,No,No,,,Km2,,,,2016,2,1,2016,5,2,7,,,,,,,,,,,74.54960299,"[{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]","[{""gid_1"":""IND.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Uttarakhand""}]",2016-06-10,2025-12-20
2016-0187-NPL,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,NPL,Nepal,Southern Asia,Asia,"Dhanusha, Mahottari, Sindhuli (Janakpur), Rupandehi, Argakhanchi (Lumbini), Bardiya (Bheri) and Dang (Rapti), Kanchanpur, Dadeldhura, Darchula, Baitadi, Dadeldhura (Mahakali), Kailali, Doti, Bajhang, Achham, Bajura (Seti)",Combination of well above normal temperature and lack of rainfall,,No,No,No,,,Km2,,,,2016,2,1,2016,5,2,11,,,,,,,,,,,74.54960299,"[{""adm2_code"":22352,""adm2_name"":""Janakpur""},{""adm2_code"":22357,""adm2_name"":""Mahakali""},{""adm2_code"":22358,""adm2_name"":""Seti""},{""adm2_code"":22360,""adm2_name"":""Rapti""},{""adm2_code"":22361,""adm2_name"":""Bheri""},{""adm2_code"":22364,""adm2_name"":""Lumbini""}]","[{""gid_2"":""NPL.1.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Janakpur""},{""gid_2"":""NPL.3.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mahakali""},{""gid_2"":""NPL.3.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Seti""},{""gid_2"":""NPL.4.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bheri""},{""gid_2"":""NPL.4.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Rapti""},{""gid_2"":""NPL.5.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lumbini""}]",2016-06-10,2025-12-20
2016-0297-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,Clayton Fire,USA,United States of America,Northern America,Americas,"Lower Lake, Clearlake (Lake district, California province)",,,No,No,No,,,Km2,,,,2016,8,13,2016,8,16,,,,567,567,,,,,100000,134139,74.54960299,"[{""adm2_code"":28881,""adm2_name"":""Lake""}]","[{""gid_2"":""USA.5.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lake""}]",2016-08-16,2025-12-20
2017-0228-ESP,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,ESP,Spain,Southern Europe,Europe,"Near Moguer and Mazagon (Huelva province), Andalousia, Donana National park",,Heat wave,No,No,No,,,Km2,,,,2017,6,24,2017,6,28,,,1500,,1500,,,,,,,76.13760371,"[{""adm2_code"":25780,""adm2_name"":""Huelva""}]","[{""gid_2"":""ESP.1.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Huelva""}]",2017-06-29,2025-12-20
2017-0329-TUN,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,GLIDE:WF-2017-000106,,TUN,Tunisia,Northern Africa,Africa,"Jendouba Governorate (Ain Draham, Fernana), Bizerte (Sejnane and Ghezala)",,Heat wave,No,No,No,,,Km2,,,,2017,7,29,2017,8,7,,,2000,,2000,,,,,,,76.13760371,"[{""adm2_code"":39268,""adm2_name"":""Ghazala""},{""adm2_code"":39275,""adm2_name"":""Sejnane""},{""adm2_code"":39299,""adm2_name"":""Ain Draham""},{""adm2_code"":39302,""adm2_name"":""Fernana""}]","[{""gid_2"":""TUN.4.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sejnane""},{""gid_2"":""TUN.4.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Ghazala""},{""gid_2"":""TUN.7.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Aïn Draham""},{""gid_2"":""TUN.7.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Fernana""}]",2017-08-07,2025-12-20
2017-0417-ESP,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,ESP,Spain,Southern Europe,Europe,"Galicia (Nigrán, Carballeda de Avia, Vigo), Asturias",,,No,No,No,,,Km2,,,,2017,10,17,2017,10,17,4,,,,,,,,,,,76.13760371,"[{""adm1_code"":2718,""adm1_name"":""Principado de Asturias""},{""adm1_code"":2728,""adm1_name"":""Galicia""}]","[{""gid_1"":""ESP.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Galicia""},{""gid_1"":""ESP.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Principado de Asturias""}]",2017-11-06,2025-12-20
2017-0511-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,'Thomas',USA,United States of America,Northern America,Americas,"Ventura, Santa Barbara, Los Angeles, San Diego, Riverside counties (California)","Droght, winds",,No,No,Yes,,1101.5,Km2,,,,2017,12,4,2017,12,31,2,2,,2961,2963,,,1700000,2232799,2200000,2889505,76.13760371,"[{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28897,""adm2_name"":""Riverside""},{""adm2_code"":28901,""adm2_name"":""San Diego""},{""adm2_code"":28906,""adm2_name"":""Santa Barbara""},{""adm2_code"":28920,""adm2_name"":""Ventura""}]","[{""gid_2"":""USA.5.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Los Angeles""},{""gid_2"":""USA.5.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Riverside""},{""gid_2"":""USA.5.37_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""San Diego""},{""gid_2"":""USA.5.42_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Santa Barbara""},{""gid_2"":""USA.5.56_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ventura""}]",2017-12-07,2025-12-20
2018-0223-GRC,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,GLIDE:WF-2018-000123,,GRC,Greece,Southern Europe,Europe,"Neos Voutzas, Agia Marina, , Kikkino Limanaki, Mati and Rafina (Surrounding Athena)",,Heat wave,No,No,Yes,,,Km2,,,,2018,7,23,2018,7,24,100,600,4118,,4718,,,,,,,77.99726519,"[{""adm1_code"":1337,""adm1_name"":""Attiki""}]","[{""gid_1"":""GRC.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Attica""}]",2018-07-24,2025-12-20
2018-0258-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,Carr and Mendocino Complex fires,USA,United States of America,Northern America,Americas,"Shasta, Trinity, Mendocino, Lake, Colusa, and Glenn counties (California)",,Pollution,No,No,No,,,Km2,,,,2018,7,27,2018,8,31,14,,,3237,3237,,,,,1000000,1282096,77.99726519,"[{""adm2_code"":28870,""adm2_name"":""Colusa""},{""adm2_code"":28875,""adm2_name"":""Glenn""},{""adm2_code"":28881,""adm2_name"":""Lake""},{""adm2_code"":28887,""adm2_name"":""Mendocino""},{""adm2_code"":28909,""adm2_name"":""Shasta""},{""adm2_code"":28917,""adm2_name"":""Trinity""}]","[{""gid_2"":""USA.5.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Glenn""},{""gid_2"":""USA.5.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lake""},{""gid_2"":""USA.5.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mendocino""},{""gid_2"":""USA.5.45_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Shasta""},{""gid_2"":""USA.5.53_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Trinity""},{""gid_2"":""USA.5.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Colusa""}]",2018-08-08,2025-12-20
2019-0134-CHN,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,CHN,China,Eastern Asia,Asia,Liangshan (Sichan province),,,No,No,No,,,Km2,,,,2019,4,1,2019,4,1,30,,,,,,,,,,,79.4107846,"[{""adm2_code"":13272,""adm2_name"":""Liangshan Yi""}]","[{""gid_2"":""CHN.26.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Liangshan Yi""}]",2019-04-01,2025-12-20
2019-0378-RUS,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,RUS,Russian Federation,Eastern Europe,Europe,"Yakoutia (aka Sakha Rep.), Krasnoïarsk, Irkoutsk (Siberia)",,,No,No,No,,,Km2,,,,2019,7,,2019,8,,,,,,,,,,,106000,133483,79.4107846,"[{""adm1_code"":2506,""adm1_name"":""Irkutskaya Oblast""},{""adm1_code"":2525,""adm1_name"":""Krasnoyarskiy Kray""},{""adm1_code"":2551,""adm1_name"":""Sakha Rep.""}]","[{""gid_1"":""RUS.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Irkutsk""},{""gid_1"":""RUS.60_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sakha""},{""gid_2"":""RUS.35.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Bol'shemurtinskiy rayon""},{""gid_2"":""RUS.35.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Bol'sheuluyskiy rayon""},{""gid_2"":""RUS.35.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Borodino""},{""gid_2"":""RUS.35.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Divnogorsk""},{""gid_2"":""RUS.35.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Dzerzhinskiy rayon""},{""gid_2"":""RUS.35.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Emel'yanovskiy rayon""},{""gid_2"":""RUS.35.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Eniseyskiy rayon""},{""gid_2"":""RUS.35.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Ermakovskiy rayon""},{""gid_2"":""RUS.35.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Abanskiy rayon""},{""gid_2"":""RUS.35.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Idrinskiy rayon""},{""gid_2"":""RUS.35.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Igarka gorsovet""},{""gid_2"":""RUS.35.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Ilanskiy rayon""},{""gid_2"":""RUS.35.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Irbeyskiy rayon""},{""gid_2"":""RUS.35.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Kansk""},{""gid_2"":""RUS.35.26_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Kanskiy rayon""},{""gid_2"":""RUS.35.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Karatuzskiy rayon""},{""gid_2"":""RUS.35.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Kazachinskiy rayon""},{""gid_2"":""RUS.35.29_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Kezhemskiy rayon""},{""gid_2"":""RUS.35.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Achinskiy rayon""},{""gid_2"":""RUS.35.31_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Kozul'skiy rayon""},{""gid_2"":""RUS.35.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Krasnoturanskiy rayon""},{""gid_2"":""RUS.35.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Krasnoyarsk""},{""gid_2"":""RUS.35.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Kuraginskiy rayon""},{""gid_2"":""RUS.35.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Manskiy rayon""},{""gid_2"":""RUS.35.36_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Minusinsk""},{""gid_2"":""RUS.35.37_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Minusinskiy rayon""},{""gid_2"":""RUS.35.38_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Motyginskiy rayon""},{""gid_2"":""RUS.35.39_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Nazarovskiy rayon""},{""gid_2"":""RUS.35.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Balakhtinskiy rayon""},{""gid_2"":""RUS.35.40_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Nizhneingashskiy rayon""},{""gid_2"":""RUS.35.41_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Novoselovskiy rayon""},{""gid_2"":""RUS.35.42_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Partizanskiy rayon""},{""gid_2"":""RUS.35.43_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Pirovskiy rayon""},{""gid_2"":""RUS.35.44_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Rybinskiy rayon""},{""gid_2"":""RUS.35.45_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Sayanskiy rayon""},{""gid_2"":""RUS.35.46_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Severo-Eniseyskiy rayon""},{""gid_2"":""RUS.35.47_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Sharypovskiy rayon""},{""gid_2"":""RUS.35.48_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Shushenskiy rayon""},{""gid_2"":""RUS.35.49_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Sosnovoborsk""},{""gid_2"":""RUS.35.50_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Sukhobuzimskiy rayon""},{""gid_2"":""RUS.35.51_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Taseevskiy rayon""},{""gid_2"":""RUS.35.53_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Turukhanskiy rayon""},{""gid_2"":""RUS.35.54_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Tyukhtetskiy rayon""},{""gid_2"":""RUS.35.56_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Uyarskiy rayon""},{""gid_2"":""RUS.35.57_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Uzhurskiy rayon""},{""gid_2"":""RUS.35.58_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Zaozyorny""},{""gid_2"":""RUS.35.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Berezovskiy rayon""},{""gid_2"":""RUS.35.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Birilyusskiy rayon""},{""gid_2"":""RUS.35.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Bogotol""},{""gid_2"":""RUS.35.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Bogotol'skiy rayon""},{""gid_2"":""RUS.35.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Boguchanskiy rayon""}]",2019-08-05,2025-12-20
